production_id,job_order_id,product_id,machine_id,operator_id,step_number,step_machine_type,date,shift,start_time,end_time,setup_time_min,cycle_time_min,queue_time_min,total_time_min,quantity_in,quantity_good,first_pass_yield,machine_cost,labor_cost
PRD-RUN-000033,JOB-00009,PRD-008,MCH-004,OPR-006,1,CNC Mill,2024-11-08,Morning (6AM-2PM),2024-11-08 07:52,2024-11-08 18:43,14.2,63.7,29.8,681.0,10,8,0.876,922.53,379.87
PRD-RUN-000034,JOB-00009,PRD-008,MCH-009,OPR-012,2,Drill Press,2024-11-08,Afternoon (2PM-10PM),2024-11-08 20:05,2024-11-08 23:48,12.1,21.1,36.4,259.5,10,8,0.876,167.32,130.14
PRD-RUN-000035,JOB-00009,PRD-008,MCH-015,OPR-013,3,Assembly Station,2024-11-09,Night (10PM-6AM),2024-11-09 00:10,2024-11-09 13:21,4.3,78.7,3.2,794.5,10,9,0.94,527.53,461.59
PRD-RUN-000036,JOB-00009,PRD-008,MCH-018,OPR-009,4,Inspection Station,2024-11-09,Afternoon (2PM-10PM),2024-11-09 14:15,2024-11-09 17:42,10.6,19.6,26.0,232.6,10,8,0.876,189.38,120.52
PRD-RUN-000037,JOB-00010,PRD-001,MCH-003,OPR-007,1,CNC Mill,2024-02-14,Morning (6AM-2PM),2024-02-14 06:40,2024-02-14 22:06,6.0,46.0,1.4,927.4,20,17,0.89,1311.83,540.17
PRD-RUN-000038,JOB-00010,PRD-001,MCH-008,OPR-011,2,Drill Press,2024-02-14,Night (10PM-6AM),2024-02-14 22:45,2024-02-15 06:58,4.4,24.4,11.3,503.7,20,17,0.876,369.3,287.23
PRD-RUN-000039,JOB-00010,PRD-001,MCH-011,OPR-014,3,Surface Grinder,2024-02-15,Morning (6AM-2PM),2024-02-15 08:44,2024-02-15 21:47,15.0,38.4,53.1,836.1,20,17,0.876,848.25,456.75
PRD-RUN-000040,JOB-00010,PRD-001,MCH-018,OPR-012,4,Inspection Station,2024-02-15,Night (10PM-6AM),2024-02-15 22:20,2024-02-16 04:46,8.3,18.9,4.8,391.1,20,17,0.876,354.11,225.34
PRD-RUN-000041,JOB-00011,PRD-007,MCH-003,OPR-004,1,CNC Mill,2024-10-29,Night (10PM-6AM),2024-10-29 02:50,2024-10-29 10:05,10.3,42.4,6.3,440.6,10,8,0.901,615.26,253.34
PRD-RUN-000042,JOB-00011,PRD-007,MCH-008,OPR-016,2,Drill Press,2024-10-29,Morning (6AM-2PM),2024-10-29 11:13,2024-10-29 15:16,13.6,23.0,32.2,275.8,10,8,0.876,182.7,142.1
PRD-RUN-000043,JOB-00011,PRD-007,MCH-010,OPR-005,3,Drill Press,2024-10-29,Afternoon (2PM-10PM),2024-10-29 16:53,2024-10-29 20:47,11.8,22.2,49.3,283.1,10,9,0.928,175.35,136.38
PRD-RUN-000044,JOB-00011,PRD-007,MCH-012,OPR-005,4,Surface Grinder,2024-10-29,Night (10PM-6AM),2024-10-29 22:21,2024-10-30 02:52,9.5,26.1,41.4,311.9,10,9,0.977,293.04,157.79
PRD-RUN-000045,JOB-00011,PRD-007,MCH-018,OPR-006,5,Inspection Station,2024-10-30,Night (10PM-6AM),2024-10-30 03:18,2024-10-30 06:38,6.8,19.3,10.2,210.0,10,8,0.876,183.15,116.55
PRD-RUN-000046,JOB-00012,PRD-004,MCH-006,OPR-016,1,CNC Lathe,2025-07-21,Night (10PM-6AM),2025-07-21 04:24,2025-07-21 07:52,7.1,40.1,65.8,273.4,5,4,0.876,259.5,121.1
PRD-RUN-000047,JOB-00012,PRD-004,MCH-012,OPR-003,2,Surface Grinder,2025-07-21,Morning (6AM-2PM),2025-07-21 09:07,2025-07-21 11:19,9.0,24.6,29.9,161.9,5,4,0.945,143.0,77.0
PRD-RUN-000048,JOB-00012,PRD-004,MCH-018,OPR-001,3,Inspection Station,2025-07-21,Morning (6AM-2PM),2025-07-21 13:05,2025-07-21 14:48,9.2,18.7,49.1,151.8,5,4,0.876,94.14,59.91
PRD-RUN-000049,JOB-00013,PRD-003,MCH-004,OPR-002,1,CNC Mill,2024-12-18,Night (10PM-6AM),2024-12-18 05:46,2024-12-19 03:15,11.5,63.9,31.7,1321.2,20,17,0.876,1826.79,752.21
PRD-RUN-000050,JOB-00013,PRD-003,MCH-008,OPR-010,2,Drill Press,2024-12-19,Night (10PM-6AM),2024-12-19 03:36,2024-12-19 12:35,4.7,26.7,1.7,540.4,20,17,0.876,404.03,314.24
PRD-RUN-000051,JOB-00013,PRD-003,MCH-007,OPR-004,3,CNC Lathe,2024-12-19,Morning (6AM-2PM),2024-12-19 13:15,2024-12-20 01:29,7.9,36.3,18.7,752.6,20,17,0.876,917.37,428.11
PRD-RUN-000052,JOB-00013,PRD-003,MCH-017,OPR-016,4,Inspection Station,2024-12-20,Night (10PM-6AM),2024-12-20 01:43,2024-12-20 06:58,13.9,15.1,2.3,318.2,20,17,0.876,289.57,184.27
PRD-RUN-000053,JOB-00014,PRD-007,MCH-003,OPR-001,1,CNC Mill,2025-07-24,Night (10PM-6AM),2025-07-24 03:05,2025-07-24 05:09,14.2,55.1,54.9,179.3,2,1,0.876,176.23,72.57
PRD-RUN-000054,JOB-00014,PRD-007,MCH-009,OPR-012,2,Drill Press,2025-07-24,Night (10PM-6AM),2025-07-24 05:54,2025-07-24 06:47,7.4,23.0,13.7,67.1,2,1,0.893,40.05,31.15
PRD-RUN-000055,JOB-00014,PRD-007,MCH-010,OPR-001,3,Drill Press,2025-07-24,Morning (6AM-2PM),2025-07-24 07:35,2025-07-24 08:38,10.6,26.4,20.7,84.1,2,1,0.876,47.55,36.98
PRD-RUN-000056,JOB-00014,PRD-007,MCH-011,OPR-009,4,Surface Grinder,2025-07-24,Morning (6AM-2PM),2025-07-24 09:07,2025-07-24 09:57,9.7,20.3,1.6,51.9,2,1,0.876,54.49,29.34
PRD-RUN-000057,JOB-00014,PRD-007,MCH-017,OPR-012,5,Inspection Station,2025-07-24,Morning (6AM-2PM),2025-07-24 10:48,2025-07-24 11:32,9.6,17.0,26.8,70.4,2,1,0.876,39.97,25.43
PRD-RUN-000058,JOB-00015,PRD-004,MCH-006,OPR-005,1,CNC Lathe,2024-07-16,Night (10PM-6AM),2024-07-16 02:09,2024-07-16 03:00,10.5,40.8,7.7,59.0,1,1,0.988,64.12,29.93
PRD-RUN-000059,JOB-00015,PRD-004,MCH-011,OPR-009,2,Surface Grinder,2024-07-16,Morning (6AM-2PM),2024-07-16 06:38,2024-07-16 07:24,8.9,36.7,124.5,170.1,1,1,0.876,49.4,26.6
PRD-RUN-000060,JOB-00015,PRD-004,MCH-017,OPR-007,3,Inspection Station,2024-07-16,Morning (6AM-2PM),2024-07-16 07:51,2024-07-16 08:15,6.5,18.0,7.4,31.9,1,1,0.883,22.46,14.29
PRD-RUN-000061,JOB-00016,PRD-002,MCH-006,OPR-003,1,CNC Lathe,2024-06-05,Night (10PM-6AM),2024-06-05 05:09,2024-06-05 05:51,7.2,34.9,3.8,45.9,1,1,0.982,52.62,24.56
PRD-RUN-000062,JOB-00016,PRD-002,MCH-012,OPR-008,2,Surface Grinder,2024-06-05,Morning (6AM-2PM),2024-06-05 06:33,2024-06-05 07:23,11.9,38.4,6.7,57.0,1,1,0.934,54.49,29.34
PRD-RUN-000063,JOB-00016,PRD-002,MCH-013,OPR-016,3,Assembly Station,2024-06-05,Morning (6AM-2PM),2024-06-05 07:58,2024-06-05 09:32,13.1,81.2,14.2,108.5,1,1,0.876,62.87,55.01
PRD-RUN-000064,JOB-00016,PRD-002,MCH-018,OPR-008,4,Inspection Station,2024-06-05,Morning (6AM-2PM),2024-06-05 09:39,2024-06-05 10:05,8.8,16.4,0.8,26.0,1,1,0.892,23.1,14.7
PRD-RUN-000065,JOB-00017,PRD-003,MCH-004,OPR-014,1,CNC Mill,2025-08-27,Morning (6AM-2PM),2025-08-27 06:37,2025-08-27 13:47,11.0,41.9,52.1,482.1,10,8,0.911,609.17,250.83
PRD-RUN-000066,JOB-00017,PRD-003,MCH-009,OPR-004,2,Drill Press,2025-08-27,Afternoon (2PM-10PM),2025-08-27 14:39,2025-08-27 18:06,8.4,19.9,27.3,234.7,10,9,0.955,155.55,120.98
PRD-RUN-000067,JOB-00017,PRD-003,MCH-006,OPR-010,3,CNC Lathe,2025-08-27,Afternoon (2PM-10PM),2025-08-27 19:12,2025-08-28 01:51,15.3,38.3,33.5,431.8,10,8,0.876,497.88,232.34
PRD-RUN-000068,JOB-00017,PRD-003,MCH-018,OPR-006,4,Inspection Station,2025-08-28,Night (10PM-6AM),2025-08-28 02:44,2025-08-28 06:15,9.3,20.1,22.1,232.4,10,8,0.876,192.78,122.68
PRD-RUN-000069,JOB-00018,PRD-007,MCH-004,OPR-011,1,CNC Mill,2025-10-31,Night (10PM-6AM),2025-10-31 05:21,2025-10-31 10:40,11.4,61.4,63.5,381.9,5,4,0.876,451.07,185.73
PRD-RUN-000070,JOB-00018,PRD-007,MCH-010,OPR-005,2,Drill Press,2025-10-31,Morning (6AM-2PM),2025-10-31 10:53,2025-10-31 12:43,13.2,19.5,1.1,111.8,5,4,0.961,83.03,64.58
PRD-RUN-000071,JOB-00018,PRD-007,MCH-010,OPR-007,3,Drill Press,2025-10-31,Morning (6AM-2PM),2025-10-31 13:56,2025-10-31 15:49,8.3,21.1,28.7,142.5,5,4,0.907,85.35,66.38
PRD-RUN-000072,JOB-00018,PRD-007,MCH-012,OPR-005,4,Surface Grinder,2025-10-31,Afternoon (2PM-10PM),2025-10-31 18:49,2025-10-31 21:31,8.5,30.7,99.7,261.7,5,4,0.962,175.5,94.5
PRD-RUN-000073,JOB-00018,PRD-007,MCH-018,OPR-007,5,Inspection Station,2025-10-31,Night (10PM-6AM),2025-10-31 22:34,2025-10-31 23:59,9.2,15.1,23.8,108.5,5,4,0.937,77.64,49.41
PRD-RUN-000074,JOB-00019,PRD-001,MCH-003,OPR-010,1,CNC Mill,2024-06-12,Night (10PM-6AM),2024-06-12 04:38,2024-06-12 06:44,7.1,59.5,26.3,152.4,2,1,0.876,178.64,73.56
PRD-RUN-000075,JOB-00019,PRD-001,MCH-008,OPR-010,2,Drill Press,2024-06-12,Morning (6AM-2PM),2024-06-12 08:25,2024-06-12 09:30,10.8,27.0,57.2,122.0,2,1,0.876,48.6,37.8
PRD-RUN-000076,JOB-00019,PRD-001,MCH-012,OPR-006,3,Surface Grinder,2024-06-12,Morning (6AM-2PM),2024-06-12 10:27,2024-06-12 11:48,8.4,36.0,28.2,108.6,2,1,0.876,87.1,46.9
PRD-RUN-000077,JOB-00019,PRD-001,MCH-018,OPR-014,4,Inspection Station,2024-06-12,Morning (6AM-2PM),2024-06-12 12:16,2024-06-12 12:58,12.3,14.9,11.8,53.9,2,1,0.895,38.59,24.56
PRD-RUN-000078,JOB-00020,PRD-006,MCH-005,OPR-005,1,CNC Lathe,2025-09-15,Night (10PM-6AM),2025-09-15 01:17,2025-09-15 08:00,10.0,39.3,4.4,407.4,10,9,0.946,503.75,235.08
PRD-RUN-000079,JOB-00020,PRD-006,MCH-010,OPR-015,2,Drill Press,2025-09-15,Morning (6AM-2PM),2025-09-15 08:58,2025-09-15 14:13,17.5,29.8,17.0,332.5,10,8,0.876,236.63,184.04
PRD-RUN-000080,JOB-00020,PRD-006,MCH-012,OPR-012,3,Surface Grinder,2025-09-15,Afternoon (2PM-10PM),2025-09-15 16:26,2025-09-15 23:10,11.5,39.3,61.9,466.4,10,8,0.876,438.21,235.96
PRD-RUN-000081,JOB-00020,PRD-006,MCH-018,OPR-012,4,Inspection Station,2025-09-15,Night (10PM-6AM),2025-09-15 23:51,2025-09-16 02:57,13.3,17.3,7.5,193.8,10,8,0.876,170.78,108.67
PRD-RUN-000082,JOB-00021,PRD-008,MCH-004,OPR-015,1,CNC Mill,2025-01-10,Night (10PM-6AM),2025-01-10 05:02,2025-01-10 06:53,8.1,51.4,2.5,113.4,2,1,0.876,157.11,64.69
PRD-RUN-000083,JOB-00021,PRD-008,MCH-009,OPR-014,2,Drill Press,2025-01-10,Morning (6AM-2PM),2025-01-10 07:12,2025-01-10 08:10,14.1,21.9,1.6,59.5,2,1,0.897,43.42,33.77
PRD-RUN-000084,JOB-00021,PRD-008,MCH-016,OPR-001,3,Assembly Station,2025-01-10,Morning (6AM-2PM),2025-01-10 08:33,2025-01-10 11:50,10.4,93.0,0.2,196.6,2,1,0.876,130.93,114.57
PRD-RUN-000085,JOB-00021,PRD-008,MCH-017,OPR-014,4,Inspection Station,2025-01-10,Morning (6AM-2PM),2025-01-10 12:18,2025-01-10 12:56,7.6,14.9,13.3,50.7,2,1,0.956,34.28,21.82
PRD-RUN-000086,JOB-00022,PRD-002,MCH-005,OPR-005,1,CNC Lathe,2025-03-03,Morning (6AM-2PM),2025-03-03 06:09,2025-03-03 12:46,10.2,38.6,36.2,432.4,10,9,0.966,495.25,231.12
PRD-RUN-000087,JOB-00022,PRD-002,MCH-012,OPR-008,2,Surface Grinder,2025-03-03,Morning (6AM-2PM),2025-03-03 13:07,2025-03-03 17:45,4.3,27.3,3.0,280.3,10,9,0.963,300.41,161.76
PRD-RUN-000088,JOB-00022,PRD-002,MCH-015,OPR-005,3,Assembly Station,2025-03-03,Afternoon (2PM-10PM),2025-03-03 19:50,2025-03-04 03:44,7.5,46.6,57.5,531.0,10,9,0.941,315.67,276.21
PRD-RUN-000089,JOB-00022,PRD-002,MCH-018,OPR-002,4,Inspection Station,2025-03-04,Night (10PM-6AM),2025-03-04 04:28,2025-03-04 07:52,13.4,19.1,17.0,221.4,10,8,0.876,187.37,119.23
PRD-RUN-000090,JOB-00023,PRD-003,MCH-004,OPR-005,1,CNC Mill,2024-08-19,Morning (6AM-2PM),2024-08-19 07:28,2024-08-19 11:36,9.0,47.8,37.6,285.6,5,4,0.925,351.33,144.67
PRD-RUN-000091,JOB-00023,PRD-003,MCH-009,OPR-001,2,Drill Press,2024-08-19,Morning (6AM-2PM),2024-08-19 12:01,2024-08-19 14:12,8.1,24.5,9.4,140.0,5,4,0.876,97.95,76.18
PRD-RUN-000092,JOB-00023,PRD-003,MCH-006,OPR-015,3,CNC Lathe,2024-08-19,Afternoon (2PM-10PM),2024-08-19 15:34,2024-08-19 19:06,10.2,40.4,31.7,243.9,5,4,0.876,265.25,123.78
PRD-RUN-000093,JOB-00023,PRD-003,MCH-017,OPR-003,4,Inspection Station,2024-08-19,Afternoon (2PM-10PM),2024-08-19 19:34,2024-08-19 20:59,13.1,14.3,9.2,93.8,5,4,0.953,77.55,49.35
PRD-RUN-000094,JOB-00024,PRD-006,MCH-005,OPR-009,1,CNC Lathe,2024-06-07,Night (10PM-6AM),2024-06-07 02:08,2024-06-07 06:07,6.4,46.5,8.6,247.5,5,4,0.876,298.62,139.36
PRD-RUN-000095,JOB-00024,PRD-006,MCH-010,OPR-004,2,Drill Press,2024-06-07,Morning (6AM-2PM),2024-06-07 07:07,2024-06-07 09:16,3.3,25.1,22.7,151.5,5,4,0.939,96.6,75.13
PRD-RUN-000096,JOB-00024,PRD-006,MCH-012,OPR-004,3,Surface Grinder,2024-06-07,Morning (6AM-2PM),2024-06-07 09:41,2024-06-07 13:10,6.9,40.4,10.7,219.6,5,4,0.937,226.31,121.86
PRD-RUN-000097,JOB-00024,PRD-006,MCH-018,OPR-016,4,Inspection Station,2024-06-07,Morning (6AM-2PM),2024-06-07 13:56,2024-06-07 15:31,8.1,17.5,16.0,111.6,5,4,0.876,87.63,55.77
PRD-RUN-000098,JOB-00025,PRD-005,MCH-003,OPR-002,1,CNC Mill,2024-12-10,Night (10PM-6AM),2024-12-10 05:12,2024-12-10 10:01,9.1,56.1,12.9,302.5,5,4,0.876,410.27,168.93
PRD-RUN-000099,JOB-00025,PRD-005,MCH-008,OPR-002,2,Drill Press,2024-12-10,Morning (6AM-2PM),2024-12-10 11:49,2024-12-10 14:09,7.7,26.5,46.8,187.0,5,4,0.876,105.15,81.78
PRD-RUN-000100,JOB-00025,PRD-005,MCH-014,OPR-005,3,Assembly Station,2024-12-10,Afternoon (2PM-10PM),2024-12-10 15:31,2024-12-10 22:17,7.7,79.6,35.2,440.9,5,4,0.978,270.47,236.66
PRD-RUN-000101,JOB-00025,PRD-005,MCH-018,OPR-005,4,Inspection Station,2024-12-10,Night (10PM-6AM),2024-12-10 22:57,2024-12-11 00:25,9.6,15.7,19.9,108.0,5,4,0.937,80.76,51.39
PRD-RUN-000102,JOB-00026,PRD-002,MCH-005,OPR-005,1,CNC Lathe,2024-04-08,Night (10PM-6AM),2024-04-08 04:30,2024-04-08 11:12,6.5,39.5,56.1,457.6,10,9,0.971,501.88,234.21
PRD-RUN-000103,JOB-00026,PRD-002,MCH-012,OPR-010,2,Surface Grinder,2024-04-08,Afternoon (2PM-10PM),2024-04-08 17:23,2024-04-08 23:02,3.6,33.5,216.4,555.0,10,8,0.876,366.82,197.52
PRD-RUN-000104,JOB-00026,PRD-002,MCH-013,OPR-016,3,Assembly Station,2024-04-08,Night (10PM-6AM),2024-04-08 23:38,2024-04-09 11:37,15.9,70.3,14.3,733.2,10,8,0.876,479.27,419.36
PRD-RUN-000105,JOB-00026,PRD-002,MCH-017,OPR-004,4,Inspection Station,2024-04-09,Morning (6AM-2PM),2024-04-09 11:56,2024-04-09 14:49,10.1,16.3,2.7,175.8,10,8,0.876,158.67,100.97
PRD-RUN-000106,JOB-00027,PRD-003,MCH-001,OPR-001,1,CNC Mill,2024-08-23,Night (10PM-6AM),2024-08-23 05:56,2024-08-23 11:56,13.1,69.3,0.2,359.8,5,4,0.876,509.43,209.77
PRD-RUN-000107,JOB-00027,PRD-003,MCH-008,OPR-004,2,Drill Press,2024-08-23,Morning (6AM-2PM),2024-08-23 13:15,2024-08-23 15:07,11.0,20.1,38.9,150.4,5,4,0.906,83.62,65.04
PRD-RUN-000108,JOB-00027,PRD-003,MCH-007,OPR-004,3,CNC Lathe,2024-08-23,Afternoon (2PM-10PM),2024-08-23 15:37,2024-08-23 18:40,9.7,34.7,5.6,188.8,5,4,0.955,229.0,106.87
PRD-RUN-000109,JOB-00027,PRD-003,MCH-017,OPR-007,4,Inspection Station,2024-08-23,Afternoon (2PM-10PM),2024-08-23 19:28,2024-08-23 20:58,8.7,16.1,16.1,105.3,5,4,0.927,81.77,52.03
PRD-RUN-000110,JOB-00028,PRD-007,MCH-001,OPR-016,1,CNC Mill,2024-10-14,Night (10PM-6AM),2024-10-14 03:17,2024-10-14 04:33,14.9,61.1,14.2,90.2,1,1,0.876,107.67,44.33
PRD-RUN-000111,JOB-00028,PRD-007,MCH-008,OPR-015,2,Drill Press,2024-10-14,Night (10PM-6AM),2024-10-14 05:19,2024-10-14 05:51,6.4,25.0,19.5,50.9,1,1,0.876,23.55,18.32
PRD-RUN-000112,JOB-00028,PRD-007,MCH-009,OPR-002,3,Drill Press,2024-10-14,Morning (6AM-2PM),2024-10-14 06:40,2024-10-14 07:16,12.1,23.4,20.0,55.5,1,1,0.876,26.62,20.71
PRD-RUN-000113,JOB-00028,PRD-007,MCH-011,OPR-010,4,Surface Grinder,2024-10-14,Morning (6AM-2PM),2024-10-14 08:37,2024-10-14 09:15,4.1,33.9,32.5,70.5,1,1,0.876,41.17,22.17
PRD-RUN-000114,JOB-00028,PRD-007,MCH-018,OPR-016,5,Inspection Station,2024-10-14,Morning (6AM-2PM),2024-10-14 09:34,2024-10-14 10:01,8.9,18.1,4.3,31.3,1,1,0.876,24.75,15.75
PRD-RUN-000115,JOB-00029,PRD-007,MCH-002,OPR-008,1,CNC Mill,2025-06-18,Night (10PM-6AM),2025-06-18 03:21,2025-06-18 05:00,13.2,42.6,5.5,103.9,2,1,0.97,139.4,57.4
PRD-RUN-000116,JOB-00029,PRD-007,MCH-010,OPR-009,2,Drill Press,2025-06-18,Morning (6AM-2PM),2025-06-18 06:34,2025-06-18 07:25,6.3,22.7,40.2,91.9,2,1,0.876,38.77,30.16
