production_id,job_order_id,product_id,machine_id,operator_id,step_number,step_machine_type,date,shift,start_time,end_time,setup_time_min,cycle_time_min,queue_time_min,total_time_min,quantity_in,quantity_good,first_pass_yield,machine_cost,labor_cost
PRD-RUN-000043,JOB-00011,PRD-007,MCH-010,OPR-005,3,Drill Press,2024-10-29,Afternoon (2PM-10PM),2024-10-29 16:53,2024-10-29 20:47,11.8,24.9,82.1,342.9,10,9,0.901,196.39,136.38
PRD-RUN-000044,JOB-00011,PRD-007,MCH-012,OPR-005,4,Surface Grinder,2024-10-29,Night (10PM-6AM),2024-10-29 22:21,2024-10-30 02:52,9.5,29.2,69.0,370.5,10,9,0.949,328.2,157.79
PRD-RUN-000045,JOB-00011,PRD-007,MCH-018,OPR-006,5,Inspection Station,2024-10-30,Night (10PM-6AM),2024-10-30 03:18,2024-10-30 06:38,6.8,21.6,17.0,239.8,10,8,0.85,205.13,116.55
PRD-RUN-000046,JOB-00012,PRD-004,MCH-006,OPR-016,1,CNC Lathe,2025-07-21,Night (10PM-6AM),2025-07-21 04:24,2025-07-21 07:52,7.1,44.9,109.7,341.3,5,4,0.85,290.64,121.1
PRD-RUN-000047,JOB-00012,PRD-004,MCH-012,OPR-003,2,Surface Grinder,2025-07-21,Morning (6AM-2PM),2025-07-21 09:07,2025-07-21 11:19,9.0,27.6,49.9,196.9,5,4,0.917,160.16,77.0
PRD-RUN-000048,JOB-00012,PRD-004,MCH-018,OPR-001,3,Inspection Station,2025-07-21,Morning (6AM-2PM),2025-07-21 13:05,2025-07-21 14:48,9.2,20.9,81.9,195.6,5,4,0.85,105.44,59.91
PRD-RUN-000049,JOB-00013,PRD-003,MCH-004,OPR-002,1,CNC Mill,2024-12-18,Night (10PM-6AM),2024-12-18 05:46,2024-12-19 03:15,11.5,71.6,52.9,1496.4,20,17,0.85,2046.0,752.21
PRD-RUN-000050,JOB-00013,PRD-003,MCH-008,OPR-010,2,Drill Press,2024-12-19,Night (10PM-6AM),2024-12-19 03:36,2024-12-19 12:35,4.7,29.9,2.8,605.5,20,17,0.85,452.51,314.24
PRD-RUN-000051,JOB-00013,PRD-003,MCH-007,OPR-004,3,CNC Lathe,2024-12-19,Morning (6AM-2PM),2024-12-19 13:15,2024-12-20 01:29,7.9,40.7,31.1,853.0,20,17,0.85,1027.45,428.11
PRD-RUN-000052,JOB-00013,PRD-003,MCH-017,OPR-016,4,Inspection Station,2024-12-20,Night (10PM-6AM),2024-12-20 01:43,2024-12-20 06:58,13.9,16.9,3.8,355.7,20,17,0.85,324.32,184.27
PRD-RUN-000053,JOB-00014,PRD-007,MCH-003,OPR-001,1,CNC Mill,2025-07-24,Night (10PM-6AM),2025-07-24 03:05,2025-07-24 05:09,14.2,61.7,91.5,229.1,2,1,0.85,197.38,72.57
PRD-RUN-000054,JOB-00014,PRD-007,MCH-009,OPR-012,2,Drill Press,2025-07-24,Night (10PM-6AM),2025-07-24 05:54,2025-07-24 06:47,7.4,25.8,22.8,81.8,2,1,0.867,44.86,31.15
PRD-RUN-000055,JOB-00014,PRD-007,MCH-010,OPR-001,3,Drill Press,2025-07-24,Morning (6AM-2PM),2025-07-24 07:35,2025-07-24 08:38,10.6,29.6,34.5,104.3,2,1,0.85,53.26,36.98
PRD-RUN-000056,JOB-00014,PRD-007,MCH-011,OPR-009,4,Surface Grinder,2025-07-24,Morning (6AM-2PM),2025-07-24 09:07,2025-07-24 09:57,9.7,22.7,2.6,57.7,2,1,0.85,61.03,29.34
PRD-RUN-000057,JOB-00014,PRD-007,MCH-017,OPR-012,5,Inspection Station,2025-07-24,Morning (6AM-2PM),2025-07-24 10:48,2025-07-24 11:32,9.6,19.0,44.7,92.3,2,1,0.85,44.77,25.43
PRD-RUN-000058,JOB-00015,PRD-004,MCH-006,OPR-005,1,CNC Lathe,2024-07-16,Night (10PM-6AM),2024-07-16 02:09,2024-07-16 03:00,10.5,45.7,12.8,69.0,1,1,0.959,71.81,29.93
PRD-RUN-000059,JOB-00015,PRD-004,MCH-011,OPR-009,2,Surface Grinder,2024-07-16,Morning (6AM-2PM),2024-07-16 06:38,2024-07-16 07:24,8.9,41.1,207.5,257.5,1,1,0.85,55.33,26.6
PRD-RUN-000060,JOB-00015,PRD-004,MCH-017,OPR-007,3,Inspection Station,2024-07-16,Morning (6AM-2PM),2024-07-16 07:51,2024-07-16 08:15,6.5,20.2,12.4,39.1,1,1,0.857,25.16,14.29
PRD-RUN-000061,JOB-00016,PRD-002,MCH-006,OPR-003,1,CNC Lathe,2024-06-05,Night (10PM-6AM),2024-06-05 05:09,2024-06-05 05:51,7.2,39.1,6.4,52.7,1,1,0.953,58.93,24.56
PRD-RUN-000062,JOB-00016,PRD-002,MCH-012,OPR-008,2,Surface Grinder,2024-06-05,Morning (6AM-2PM),2024-06-05 06:33,2024-06-05 07:23,11.9,43.0,11.2,66.1,1,1,0.907,61.03,29.34
PRD-RUN-000063,JOB-00016,PRD-002,MCH-013,OPR-016,3,Assembly Station,2024-06-05,Morning (6AM-2PM),2024-06-05 07:58,2024-06-05 09:32,13.1,90.9,23.6,127.6,1,1,0.85,70.41,55.01
PRD-RUN-000064,JOB-00016,PRD-002,MCH-018,OPR-008,4,Inspection Station,2024-06-05,Morning (6AM-2PM),2024-06-05 09:39,2024-06-05 10:05,8.8,18.4,1.3,28.5,1,1,0.866,25.87,14.7
PRD-RUN-000065,JOB-00017,PRD-003,MCH-004,OPR-014,1,CNC Mill,2025-08-27,Morning (6AM-2PM),2025-08-27 06:37,2025-08-27 13:47,11.0,46.9,86.8,566.8,10,8,0.884,682.27,250.83
PRD-RUN-000066,JOB-00017,PRD-003,MCH-009,OPR-004,2,Drill Press,2025-08-27,Afternoon (2PM-10PM),2025-08-27 14:39,2025-08-27 18:06,8.4,22.3,45.5,276.9,10,9,0.927,174.22,120.98
PRD-RUN-000067,JOB-00017,PRD-003,MCH-006,OPR-010,3,CNC Lathe,2025-08-27,Afternoon (2PM-10PM),2025-08-27 19:12,2025-08-28 01:51,15.3,42.9,55.8,500.1,10,8,0.85,557.63,232.34
PRD-RUN-000068,JOB-00017,PRD-003,MCH-018,OPR-006,4,Inspection Station,2025-08-28,Night (10PM-6AM),2025-08-28 02:44,2025-08-28 06:15,9.3,22.5,36.9,271.2,10,8,0.85,215.91,122.68
PRD-RUN-000069,JOB-00018,PRD-007,MCH-004,OPR-011,1,CNC Mill,2025-10-31,Night (10PM-6AM),2025-10-31 05:21,2025-10-31 10:40,11.4,68.8,105.8,461.2,5,4,0.85,505.2,185.73
PRD-RUN-000070,JOB-00018,PRD-007,MCH-010,OPR-005,2,Drill Press,2025-10-31,Morning (6AM-2PM),2025-10-31 10:53,2025-10-31 12:43,13.2,21.8,1.8,124.0,5,4,0.933,92.99,64.58
PRD-RUN-000071,JOB-00018,PRD-007,MCH-010,OPR-007,3,Drill Press,2025-10-31,Morning (6AM-2PM),2025-10-31 13:56,2025-10-31 15:49,8.3,23.6,47.9,174.2,5,4,0.881,95.59,66.38
PRD-RUN-000072,JOB-00018,PRD-007,MCH-012,OPR-005,4,Surface Grinder,2025-10-31,Afternoon (2PM-10PM),2025-10-31 18:49,2025-10-31 21:31,8.5,34.4,166.2,346.7,5,4,0.934,196.56,94.5
PRD-RUN-000073,JOB-00018,PRD-007,MCH-018,OPR-007,5,Inspection Station,2025-10-31,Night (10PM-6AM),2025-10-31 22:34,2025-10-31 23:59,9.2,16.9,39.7,133.4,5,4,0.91,86.96,49.41
PRD-RUN-000074,JOB-00019,PRD-001,MCH-003,OPR-010,1,CNC Mill,2024-06-12,Night (10PM-6AM),2024-06-12 04:38,2024-06-12 06:44,7.1,66.6,43.9,184.2,2,1,0.85,200.08,73.56
PRD-RUN-000075,JOB-00019,PRD-001,MCH-008,OPR-010,2,Drill Press,2024-06-12,Morning (6AM-2PM),2024-06-12 08:25,2024-06-12 09:30,10.8,30.2,95.3,166.5,2,1,0.85,54.43,37.8
PRD-RUN-000076,JOB-00019,PRD-001,MCH-012,OPR-006,3,Surface Grinder,2024-06-12,Morning (6AM-2PM),2024-06-12 10:27,2024-06-12 11:48,8.4,40.3,47.0,136.0,2,1,0.85,97.55,46.9
PRD-RUN-000077,JOB-00019,PRD-001,MCH-018,OPR-014,4,Inspection Station,2024-06-12,Morning (6AM-2PM),2024-06-12 12:16,2024-06-12 12:58,12.3,16.7,19.7,65.4,2,1,0.869,43.22,24.56
PRD-RUN-000078,JOB-00020,PRD-006,MCH-005,OPR-005,1,CNC Lathe,2025-09-15,Night (10PM-6AM),2025-09-15 01:17,2025-09-15 08:00,10.0,44.0,7.3,457.3,10,9,0.918,564.2,235.08
PRD-RUN-000079,JOB-00020,PRD-006,MCH-010,OPR-015,2,Drill Press,2025-09-15,Morning (6AM-2PM),2025-09-15 08:58,2025-09-15 14:13,17.5,33.4,28.3,379.8,10,8,0.85,265.03,184.04
PRD-RUN-000080,JOB-00020,PRD-006,MCH-012,OPR-012,3,Surface Grinder,2025-09-15,Afternoon (2PM-10PM),2025-09-15 16:26,2025-09-15 23:10,11.5,44.0,103.1,554.6,10,8,0.85,490.8,235.96
PRD-RUN-000081,JOB-00020,PRD-006,MCH-018,OPR-012,4,Inspection Station,2025-09-15,Night (10PM-6AM),2025-09-15 23:51,2025-09-16 02:57,13.3,19.4,12.5,219.8,10,8,0.85,191.27,108.67
PRD-RUN-000082,JOB-00021,PRD-008,MCH-004,OPR-015,1,CNC Mill,2025-01-10,Night (10PM-6AM),2025-01-10 05:02,2025-01-10 06:53,8.1,57.6,4.2,127.5,2,1,0.85,175.96,64.69
PRD-RUN-000083,JOB-00021,PRD-008,MCH-009,OPR-014,2,Drill Press,2025-01-10,Morning (6AM-2PM),2025-01-10 07:12,2025-01-10 08:10,14.1,24.5,2.7,65.8,2,1,0.871,48.63,33.77
PRD-RUN-000084,JOB-00021,PRD-008,MCH-016,OPR-001,3,Assembly Station,2025-01-10,Morning (6AM-2PM),2025-01-10 08:33,2025-01-10 11:50,10.4,104.2,0.3,219.1,2,1,0.85,146.64,114.57
PRD-RUN-000085,JOB-00021,PRD-008,MCH-017,OPR-014,4,Inspection Station,2025-01-10,Morning (6AM-2PM),2025-01-10 12:18,2025-01-10 12:56,7.6,16.7,22.1,63.1,2,1,0.928,38.39,21.82
PRD-RUN-000086,JOB-00022,PRD-002,MCH-005,OPR-005,1,CNC Lathe,2025-03-03,Morning (6AM-2PM),2025-03-03 06:09,2025-03-03 12:46,10.2,43.2,60.3,502.5,10,9,0.938,554.68,231.12
PRD-RUN-000087,JOB-00022,PRD-002,MCH-012,OPR-008,2,Surface Grinder,2025-03-03,Morning (6AM-2PM),2025-03-03 13:07,2025-03-03 17:45,4.3,30.6,5.0,315.3,10,9,0.935,336.46,161.76
PRD-RUN-000088,JOB-00022,PRD-002,MCH-015,OPR-005,3,Assembly Station,2025-03-03,Afternoon (2PM-10PM),2025-03-03 19:50,2025-03-04 03:44,7.5,52.2,95.9,625.4,10,9,0.914,353.55,276.21
PRD-RUN-000089,JOB-00022,PRD-002,MCH-018,OPR-002,4,Inspection Station,2025-03-04,Night (10PM-6AM),2025-03-04 04:28,2025-03-04 07:52,13.4,21.4,28.4,255.8,10,8,0.85,209.85,119.23
PRD-RUN-000090,JOB-00023,PRD-003,MCH-004,OPR-005,1,CNC Mill,2024-08-19,Morning (6AM-2PM),2024-08-19 07:28,2024-08-19 11:36,9.0,53.5,62.7,339.2,5,4,0.898,393.49,144.67
PRD-RUN-000091,JOB-00023,PRD-003,MCH-009,OPR-001,2,Drill Press,2024-08-19,Morning (6AM-2PM),2024-08-19 12:01,2024-08-19 14:12,8.1,27.4,15.6,160.7,5,4,0.85,109.7,76.18
PRD-RUN-000092,JOB-00023,PRD-003,MCH-006,OPR-015,3,CNC Lathe,2024-08-19,Afternoon (2PM-10PM),2024-08-19 15:34,2024-08-19 19:06,10.2,45.2,52.8,289.0,5,4,0.85,297.08,123.78
PRD-RUN-000093,JOB-00023,PRD-003,MCH-017,OPR-003,4,Inspection Station,2024-08-19,Afternoon (2PM-10PM),2024-08-19 19:34,2024-08-19 20:59,13.1,16.0,15.4,108.5,5,4,0.925,86.86,49.35
PRD-RUN-000094,JOB-00024,PRD-006,MCH-005,OPR-009,1,CNC Lathe,2024-06-07,Night (10PM-6AM),2024-06-07 02:08,2024-06-07 06:07,6.4,52.1,14.4,281.3,5,4,0.85,334.45,139.36
PRD-RUN-000095,JOB-00024,PRD-006,MCH-010,OPR-004,2,Drill Press,2024-06-07,Morning (6AM-2PM),2024-06-07 07:07,2024-06-07 09:16,3.3,28.1,37.9,181.7,5,4,0.912,108.19,75.13
PRD-RUN-000096,JOB-00024,PRD-006,MCH-012,OPR-004,3,Surface Grinder,2024-06-07,Morning (6AM-2PM),2024-06-07 09:41,2024-06-07 13:10,6.9,45.2,17.8,250.7,5,4,0.91,253.47,121.86
PRD-RUN-000097,JOB-00024,PRD-006,MCH-018,OPR-016,4,Inspection Station,2024-06-07,Morning (6AM-2PM),2024-06-07 13:56,2024-06-07 15:31,8.1,19.6,26.6,132.7,5,4,0.85,98.15,55.77
PRD-RUN-000098,JOB-00025,PRD-005,MCH-003,OPR-002,1,CNC Mill,2024-12-10,Night (10PM-6AM),2024-12-10 05:12,2024-12-10 10:01,9.1,62.8,21.5,344.6,5,4,0.85,459.5,168.93
PRD-RUN-000099,JOB-00025,PRD-005,MCH-008,OPR-002,2,Drill Press,2024-12-10,Morning (6AM-2PM),2024-12-10 11:49,2024-12-10 14:09,7.7,29.7,78.0,234.2,5,4,0.85,117.77,81.78
PRD-RUN-000100,JOB-00025,PRD-005,MCH-014,OPR-005,3,Assembly Station,2024-12-10,Afternoon (2PM-10PM),2024-12-10 15:31,2024-12-10 22:17,7.7,89.2,58.7,512.4,5,4,0.95,302.93,236.66
PRD-RUN-000101,JOB-00025,PRD-005,MCH-018,OPR-005,4,Inspection Station,2024-12-10,Night (10PM-6AM),2024-12-10 22:57,2024-12-11 00:25,9.6,17.6,33.2,130.8,5,4,0.91,90.45,51.39
PRD-RUN-000102,JOB-00026,PRD-002,MCH-005,OPR-005,1,CNC Lathe,2024-04-08,Night (10PM-6AM),2024-04-08 04:30,2024-04-08 11:12,6.5,44.2,93.5,542.0,10,9,0.943,562.11,234.21
PRD-RUN-000103,JOB-00026,PRD-002,MCH-012,OPR-010,2,Surface Grinder,2024-04-08,Afternoon (2PM-10PM),2024-04-08 17:23,2024-04-08 23:02,3.6,37.5,360.7,739.3,10,8,0.85,410.84,197.52
PRD-RUN-000104,JOB-00026,PRD-002,MCH-013,OPR-016,3,Assembly Station,2024-04-08,Night (10PM-6AM),2024-04-08 23:38,2024-04-09 11:37,15.9,78.7,23.8,826.7,10,8,0.85,536.78,419.36
PRD-RUN-000105,JOB-00026,PRD-002,MCH-017,OPR-004,4,Inspection Station,2024-04-09,Morning (6AM-2PM),2024-04-09 11:56,2024-04-09 14:49,10.1,18.3,4.5,197.6,10,8,0.85,177.71,100.97
PRD-RUN-000106,JOB-00027,PRD-003,MCH-001,OPR-001,1,CNC Mill,2024-08-23,Night (10PM-6AM),2024-08-23 05:56,2024-08-23 11:56,13.1,77.6,0.3,401.4,5,4,0.85,570.56,209.77
PRD-RUN-000107,JOB-00027,PRD-003,MCH-008,OPR-004,2,Drill Press,2024-08-23,Morning (6AM-2PM),2024-08-23 13:15,2024-08-23 15:07,11.0,22.5,64.8,188.3,5,4,0.88,93.65,65.04
PRD-RUN-000108,JOB-00027,PRD-003,MCH-007,OPR-004,3,CNC Lathe,2024-08-23,Afternoon (2PM-10PM),2024-08-23 15:37,2024-08-23 18:40,9.7,38.9,9.3,213.5,5,4,0.927,256.48,106.87
PRD-RUN-000109,JOB-00027,PRD-003,MCH-017,OPR-007,4,Inspection Station,2024-08-23,Afternoon (2PM-10PM),2024-08-23 19:28,2024-08-23 20:58,8.7,18.0,26.8,125.5,5,4,0.9,91.58,52.03
PRD-RUN-000110,JOB-00028,PRD-007,MCH-001,OPR-016,1,CNC Mill,2024-10-14,Night (10PM-6AM),2024-10-14 03:17,2024-10-14 04:33,14.9,68.4,23.7,107.0,1,1,0.85,120.59,44.33
PRD-RUN-000111,JOB-00028,PRD-007,MCH-008,OPR-015,2,Drill Press,2024-10-14,Night (10PM-6AM),2024-10-14 05:19,2024-10-14 05:51,6.4,28.0,32.5,66.9,1,1,0.85,26.38,18.32
PRD-RUN-000112,JOB-00028,PRD-007,MCH-009,OPR-002,3,Drill Press,2024-10-14,Morning (6AM-2PM),2024-10-14 06:40,2024-10-14 07:16,12.1,26.2,33.4,71.7,1,1,0.85,29.81,20.71
PRD-RUN-000113,JOB-00028,PRD-007,MCH-011,OPR-010,4,Surface Grinder,2024-10-14,Morning (6AM-2PM),2024-10-14 08:37,2024-10-14 09:15,4.1,38.0,54.2,96.3,1,1,0.85,46.11,22.17
PRD-RUN-000114,JOB-00028,PRD-007,MCH-018,OPR-016,5,Inspection Station,2024-10-14,Morning (6AM-2PM),2024-10-14 09:34,2024-10-14 10:01,8.9,20.3,7.1,36.3,1,1,0.85,27.72,15.75
PRD-RUN-000115,JOB-00029,PRD-007,MCH-002,OPR-008,1,CNC Mill,2025-06-18,Night (10PM-6AM),2025-06-18 03:21,2025-06-18 05:00,13.2,47.7,9.1,117.7,2,1,0.942,156.13,57.4
PRD-RUN-000116,JOB-00029,PRD-007,MCH-010,OPR-009,2,Drill Press,2025-06-18,Morning (6AM-2PM),2025-06-18 06:34,2025-06-18 07:25,6.3,25.4,67.0,124.1,2,1,0.85,43.42,30.16
