production_id,job_order_id,product_id,machine_id,operator_id,step_number,step_machine_type,date,shift,start_time,end_time,setup_time_min,cycle_time_min,queue_time_min,total_time_min,quantity_in,quantity_good,first_pass_yield,machine_cost,labor_cost
PRD-RUN-000099,JOB-00025,PRD-005,MCH-008,OPR-002,2,Drill Press,2024-12-10,Morning (6AM-2PM),2024-12-10 11:49,2024-12-10 14:09,7.7,26.5,78.0,218.2,5,4,0.85,105.15,81.78
PRD-RUN-000100,JOB-00025,PRD-005,MCH-014,OPR-005,3,Assembly Station,2024-12-10,Afternoon (2PM-10PM),2024-12-10 15:31,2024-12-10 22:17,7.7,79.6,58.7,464.4,5,4,0.95,270.47,236.66
PRD-RUN-000101,JOB-00025,PRD-005,MCH-018,OPR-005,4,Inspection Station,2024-12-10,Night (10PM-6AM),2024-12-10 22:57,2024-12-11 00:25,9.6,15.7,33.2,121.3,5,4,0.91,80.76,51.39
PRD-RUN-000102,JOB-00026,PRD-002,MCH-005,OPR-005,1,CNC Lathe,2024-04-08,Night (10PM-6AM),2024-04-08 04:30,2024-04-08 11:12,6.5,39.5,93.5,495.0,10,9,0.943,501.88,234.21
PRD-RUN-000103,JOB-00026,PRD-002,MCH-012,OPR-010,2,Surface Grinder,2024-04-08,Afternoon (2PM-10PM),2024-04-08 17:23,2024-04-08 23:02,3.6,33.5,360.7,699.3,10,8,0.85,366.82,197.52
PRD-RUN-000104,JOB-00026,PRD-002,MCH-013,OPR-016,3,Assembly Station,2024-04-08,Night (10PM-6AM),2024-04-08 23:38,2024-04-09 11:37,15.9,70.3,23.8,742.7,10,8,0.85,479.27,419.36
PRD-RUN-000105,JOB-00026,PRD-002,MCH-017,OPR-004,4,Inspection Station,2024-04-09,Morning (6AM-2PM),2024-04-09 11:56,2024-04-09 14:49,10.1,16.3,4.5,177.6,10,8,0.85,158.67,100.97
PRD-RUN-000106,JOB-00027,PRD-003,MCH-001,OPR-001,1,CNC Mill,2024-08-23,Night (10PM-6AM),2024-08-23 05:56,2024-08-23 11:56,13.1,69.3,0.3,359.9,5,4,0.85,509.43,209.77
PRD-RUN-000107,JOB-00027,PRD-003,MCH-008,OPR-004,2,Drill Press,2024-08-23,Morning (6AM-2PM),2024-08-23 13:15,2024-08-23 15:07,11.0,20.1,64.8,176.3,5,4,0.88,83.62,65.04
PRD-RUN-000108,JOB-00027,PRD-003,MCH-007,OPR-004,3,CNC Lathe,2024-08-23,Afternoon (2PM-10PM),2024-08-23 15:37,2024-08-23 18:40,9.7,34.7,9.3,192.5,5,4,0.927,229.0,106.87
PRD-RUN-000109,JOB-00027,PRD-003,MCH-017,OPR-007,4,Inspection Station,2024-08-23,Afternoon (2PM-10PM),2024-08-23 19:28,2024-08-23 20:58,8.7,16.1,26.8,116.0,5,4,0.9,81.77,52.03
PRD-RUN-000110,JOB-00028,PRD-007,MCH-001,OPR-016,1,CNC Mill,2024-10-14,Night (10PM-6AM),2024-10-14 03:17,2024-10-14 04:33,14.9,61.1,23.7,99.7,1,1,0.85,107.67,44.33
PRD-RUN-000111,JOB-00028,PRD-007,MCH-008,OPR-015,2,Drill Press,2024-10-14,Night (10PM-6AM),2024-10-14 05:19,2024-10-14 05:51,6.4,25.0,32.5,63.9,1,1,0.85,23.55,18.32
PRD-RUN-000112,JOB-00028,PRD-007,MCH-009,OPR-002,3,Drill Press,2024-10-14,Morning (6AM-2PM),2024-10-14 06:40,2024-10-14 07:16,12.1,23.4,33.4,68.9,1,1,0.85,26.62,20.71
PRD-RUN-000113,JOB-00028,PRD-007,MCH-011,OPR-010,4,Surface Grinder,2024-10-14,Morning (6AM-2PM),2024-10-14 08:37,2024-10-14 09:15,4.1,33.9,54.2,92.2,1,1,0.85,41.17,22.17
PRD-RUN-000114,JOB-00028,PRD-007,MCH-018,OPR-016,5,Inspection Station,2024-10-14,Morning (6AM-2PM),2024-10-14 09:34,2024-10-14 10:01,8.9,18.1,7.1,34.1,1,1,0.85,24.75,15.75
PRD-RUN-000115,JOB-00029,PRD-007,MCH-002,OPR-008,1,CNC Mill,2025-06-18,Night (10PM-6AM),2025-06-18 03:21,2025-06-18 05:00,13.2,42.6,9.1,107.5,2,1,0.942,139.4,57.4
PRD-RUN-000116,JOB-00029,PRD-007,MCH-010,OPR-009,2,Drill Press,2025-06-18,Morning (6AM-2PM),2025-06-18 06:34,2025-06-18 07:25,6.3,22.7,67.0,118.7,2,1,0.85,38.77,30.16
